A/5 21171,0
PC 17599,1
STON/O2. 3101282,2
113803,3
373450,4
330877,5
17463,6
349909,7
347742,8
237736,9
PP 9549,10
113783,11
A/5. 2151,12
347082,13
350406,14
248706,15
382652,16
244373,17
345763,18
2649,19
239865,20
248698,21
330923,22
113788,23
349909,7
347077,25
2631,26
19950,27
330959,28
349216,29
PC 17601,30
PC 17569,31
335677,32
C.A. 24579,33
PC 17604,34
113789,35
2677,36
A./5. 2152,37
345764,38
2651,39
7546,40
11668,41
349253,42
SC/Paris 2123,43
330958,44
S.C./A.4. 23567,45
370371,46
14311,47
2662,48
349237,49
3101295,50
A/4. 39886,51
PC 17572,52
2926,53
113509,54
19947,55
C.A. 31026,56
2697,57
C.A. 34651,58
CA 2144,59
2669,60
113572,61
36973,62
347088,63
PC 17605,64
2661,65
C.A. 29395,66
S.P. 3464,67
3101281,68
315151,69
C.A. 33111,70
CA 2144,59
S.O.C. 14879,72
2680,73
1601,74
348123,75
349208,76
374746,77
248738,78
364516,79
345767,80
345779,81
330932,82
113059,83
SO/C 14885,84
3101278,85
W./C. 6608,86
SOTON/OQ 392086,87
19950,27
343275,89
343276,90
347466,91
W.E.P. 5734,92
C.A. 2315,93
364500,94
374910,95
PC 17754,96
PC 17759,97
231919,98
244367,99
349245,100
349215,101
35281,102
7540,103
3101276,104
349207,105
343120,106
312991,107
349249,108
371110,109
110465,110
2665,111
324669,112
4136,113
2627,114
STON/O 2. 3101294,115
370369,116
11668,41
PC 17558,118
347082,13
S.O.C. 14879,72
A4. 54510,121
237736,9
27267,123
35281,102
2651,39
370372,126
C 17369,127
2668,128
347061,129
349241,130
SOTON/O.Q. 3101307,131
A/5. 3337,132
228414,133
C.A. 29178,134
SC/PARIS 2133,135
11752,136
113803,3
7534,138
PC 17593,139
2678,140
347081,141
STON/O2. 3101279,142
365222,143
231945,144
C.A. 33112,145
350043,146
W./C. 6608,86
230080,148
244310,149
S.O.P. 1166,150
113776,151
A.5. 11206,152
A/5. 851,153
Fa 265302,154
PC 17597,155
35851,156
SOTON/OQ 392090,157
315037,158
CA. 2343,159
371362,160
C.A. 33595,161
347068,162
315093,163
3101295,50
363291,165
113505,166
347088,63
PC 17318,168
1601,74
111240,170
382652,16
347742,8
STON/O 2. 3101280,173
17764,174
350404,175
4133,176
PC 17595,177
250653,178
LINE,179
CA. 2343,159
SC/PARIS 2131,181
347077,25
230136,183
315153,184
113767,185
370365,186
111428,187
364849,188
349247,189
234604,190
28424,191
350046,192
230080,148
PC 17610,194
PC 17569,31
368703,196
4579,197
370370,198
248747,199
345770,200
CA. 2343,159
3101264,202
2628,203
A/5 3540,204
347054,205
3101278,85
2699,207
367231,208
112277,209
SOTON/O.Q. 3101311,210
F.C.C. 13528,211
A/5 21174,212
250646,213
367229,214
35273,215
STON/O2. 3101283,216
243847,217
11813,218
W/C 14208,219
SOTON/OQ 392089,220
220367,221
21440,222
349234,223
19943,224
PP 4348,225
SW/PP 751,226
A/5 21173,227
236171,228
4133,176
36973,62
347067,231
237442,232
347077,25
C.A. 29566,234
W./C. 6609,235
26707,236
C.A. 31921,237
28665,238
SCO/W 1585,239
2665,111
367230,241
W./C. 14263,242
STON/O 2. 3101275,243
2694,244
19928,245
347071,246
250649,247
11751,248
244252,249
362316,250
347054,205
113514,252
A/5. 3336,253
370129,254
2650,255
PC 17585,256
110152,257
PC 17755,258
230433,259
384461,260
347077,25
110413,262
112059,263
382649,264
C.A. 17248,265
3101295,50
347083,267
PC 17582,268
PC 17760,269
113798,270
LINE,179
250644,272
PC 17596,273
370375,274
13502,275
347073,276
239853,277
382652,16
C.A. 2673,279
336439,280
347464,281
345778,282
A/5. 10482,283
113056,284
349239,285
345774,286
349206,287
237798,288
370373,289
19877,290
11967,291
SC/Paris 2163,292
349236,293
349233,294
PC 17612,295
2693,296
113781,297
19988,298
PC 17558,118
9234,300
367226,301
LINE,179
226593,303
A/5 2466,304
113781,297
17421,306
PC 17758,307
P/PP 3381,308
PC 17485,309
11767,310
PC 17608,311
250651,312
349243,313
F.C.C. 13529,314
347470,315
244367,99
29011,317
36928,318
16966,319
A/5 21172,320
349219,321
234818,322
248738,78
CA. 2343,159
PC 17760,269
345364,326
28551,327
363291,165
111361,329
367226,301
113043,331
PC 17582,268
345764,38
PC 17611,334
349225,335
113776,151
16966,319
7598,338
113784,339
230080,148
19950,27
248740,342
244361,343
229236,344
248733,345
31418,346
386525,347
C.A. 37671,348
315088,349
